sku,product_name,category,supplier,stock_quantity,sales_speed_per_day,expiry_date,warehouse_location,price_rub,reorder_point
URA-001554,Отвертка B-302,Инструменты,ИП Петрова,516,2.0,NULL,Ряд 7-Стеллаж 40,9722.37,28
WKE-001555,Дрель A-166,Инструменты,ИП Иванов,7,2.0,2029-06-16,Ряд 4-Стеллаж 9,41591.08,30
WBU-001556,Свеча B-78,Товары для дома,АО 'РегионСнаб',320,5.0,2028-11-30,Ряд 2-Стеллаж 8,7175.01,110
MIJ-001557,Чай C-638,Продукты питания,АО 'Торговый дом',928,0.1,2027-01-07,Ряд 9-Стеллаж 42,4690.69,1
ZCD-001558,Пила C-155,Инструменты,ТД 'Универсал',77,1.0,2029-06-19,Ряд 13-Стеллаж 9,47210.5,15
RNX-001559,Крем A-585,Косметика,АО 'РегионСнаб',105,2.0,2026-03-22,Ряд 20-Стеллаж 28,6067.25,28
PRW-001560,Тушь C-11,Косметика,ООО 'ИмпортТрейд',895,0.1,NULL,Ряд 4-Стеллаж 5,17723.95,1
IHS-001561,Кофе Pro-654,Продукты питания,АО 'Торговый дом',595,1.0,2027-10-31,Ряд 2-Стеллаж 34,42575.05,22
DMZ-001562,Бумага Max-818,Канцтовары,Торговый дом 'Восточный',759,0.1,2026-05-26,Ряд 3-Стеллаж 33,27285.55,2
RSO-001563,Платье Lite-204,Одежда,ИП Петрова,184,1.0,2030-11-15,Ряд 16-Стеллаж 3,21599.53,27
ZWT-001564,Посуда Pro-282,Товары для дома,ИП Петрова,571,0.5,2028-06-26,Ряд 6-Стеллаж 22,23390.13,12
BNQ-001565,Папка B-19,Канцтовары,Торговый дом 'Восточный',539,0.5,2029-12-17,Ряд 14-Стеллаж 46,39697.05,5
TGM-001566,Клетка B-569,Зоотовары,ИП Петрова,797,0.1,2027-10-09,Ряд 11-Стеллаж 48,18692.95,2
EEJ-001567,Платье B-566,Одежда,ООО 'ОптТорг',187,0.5,2030-06-09,Ряд 6-Стеллаж 49,44152.0,8
KPG-001568,Кофе B-609,Продукты питания,ЗАО 'СкладСервис',13,0.1,2026-05-31,Ряд 8-Стеллаж 18,4405.12,2
AAS-001569,Молоток Lite-370,Инструменты,АО 'РегионСнаб',174,2.0,NULL,Ряд 14-Стеллаж 26,62.32,34
LEM-001570,Тональный крем B-252,Косметика,ЗАО 'СкладСервис',40,0.1,2028-11-20,Ряд 3-Стеллаж 4,36879.33,0
JFQ-001571,Консервы Pro-989,Продукты питания,ИП Иванов,305,2.0,NULL,Ряд 19-Стеллаж 15,19146.96,14
ANL-001572,Игрушка Pro-289,Зоотовары,ООО 'Поставщик+',328,0.5,NULL,Ряд 14-Стеллаж 4,23726.38,10
FNY-001573,Ноутбук B-690,Электроника,ООО 'Поставщик+',586,0.5,NULL,Ряд 9-Стеллаж 28,4552.08,10
CZX-001574,Молоток Pro-358,Инструменты,АО 'Торговый дом',12,1.0,NULL,Ряд 3-Стеллаж 28,15018.53,13
HVD-001575,Роман Pro-880,Книги,Группа 'Мегаполис',470,0.1,2030-05-05,Ряд 17-Стеллаж 24,23856.61,2
SUP-001576,Консервы Lite-564,Продукты питания,ИП Петрова,998,0.1,2028-05-13,Ряд 3-Стеллаж 31,16423.3,1
LZV-001577,Дворники B-456,Автотовары,ИП Петрова,630,1.0,2026-08-09,Ряд 6-Стеллаж 3,44116.13,16
HUC-001578,Дворники A-170,Автотовары,ИП Иванов,224,0.1,2029-04-07,Ряд 17-Стеллаж 25,28651.34,2
JHN-001579,Детектив B-203,Книги,Группа 'Мегаполис',387,2.0,2026-10-09,Ряд 18-Стеллаж 37,2121.05,58
NTG-001580,Поводок B-94,Зоотовары,ООО 'Поставщик+',980,0.1,NULL,Ряд 11-Стеллаж 41,44287.54,2
KHI-001581,Свеча A-313,Товары для дома,ИП Петрова,16,2.0,2029-05-26,Ряд 16-Стеллаж 35,3928.75,56
MQK-001582,Платье A-556,Одежда,Компания 'Логистик',227,0.5,NULL,Ряд 7-Стеллаж 30,2608.91,15
TVZ-001583,Ручка C-675,Канцтовары,АО 'РегионСнаб',262,2.0,NULL,Ряд 13-Стеллаж 49,11730.31,48
HSN-001584,Мяч Lite-316,Спорттовары,Торговый дом 'Восточный',623,1.0,NULL,Ряд 16-Стеллаж 45,8388.51,10
ISQ-001585,Коврик A-234,Спорттовары,АО 'РегионСнаб',20,0.1,2028-03-08,Ряд 14-Стеллаж 49,44121.01,0
SLX-001586,Подушка Lite-956,Товары для дома,ООО 'ОптТорг',251,0.1,2030-08-19,Ряд 7-Стеллаж 2,40880.3,2
DTK-001587,Шина B-515,Автотовары,ИП Петрова,657,0.1,2031-01-13,Ряд 15-Стеллаж 33,32369.78,2
TRV-001588,Монитор Pro-410,Электроника,АО 'РегионСнаб',482,2.0,2029-11-14,Ряд 6-Стеллаж 45,25776.11,52
AVU-001589,Поводок Max-878,Зоотовары,ООО 'ИмпортТрейд',868,0.1,2028-12-08,Ряд 5-Стеллаж 8,34738.74,0
OTT-001590,Гантели Lite-954,Спорттовары,АО 'РегионСнаб',699,1.0,2029-04-26,Ряд 6-Стеллаж 4,38138.7,19
ZXA-001591,Стиральный порошок Lite-158,Бытовая химия,ИП Петрова,595,0.1,2028-08-12,Ряд 19-Стеллаж 35,46527.91,2
KIW-001592,Мыло B-415,Бытовая химия,Группа 'Мегаполис',474,0.1,2028-03-13,Ряд 18-Стеллаж 28,41126.81,1
PEF-001593,Энциклопедия Max-656,Книги,ИП Петрова,548,1.0,NULL,Ряд 3-Стеллаж 44,38565.58,17
PAH-001594,Одеяло A-377,Товары для дома,ИП Петрова,428,0.5,2028-07-09,Ряд 20-Стеллаж 22,40985.33,10
GPE-001595,Крем Pro-743,Косметика,Группа 'Мегаполис',574,5.0,2029-07-16,Ряд 2-Стеллаж 45,7377.57,145
OKN-001596,Монитор Lite-885,Электроника,АО 'РегионСнаб',649,0.5,NULL,Ряд 8-Стеллаж 44,5739.19,13
TXB-001597,Пила A-118,Инструменты,ЗАО 'СкладСервис',871,0.1,2028-12-16,Ряд 17-Стеллаж 6,16461.95,1
MYZ-001598,Молоток Pro-164,Инструменты,ЗАО 'СкладСервис',305,0.1,NULL,Ряд 17-Стеллаж 41,26994.09,2
KNP-001599,Молоток Pro-151,Инструменты,ООО 'ОптТорг',178,1.0,2028-01-02,Ряд 17-Стеллаж 21,37625.68,7
NRZ-001600,Картина Max-116,Товары для дома,ИП Иванов,656,1.0,NULL,Ряд 3-Стеллаж 27,27014.85,20
SWK-001601,Джинсы Lite-123,Одежда,ИП Иванов,819,0.5,NULL,Ряд 18-Стеллаж 3,26542.67,3
LQU-001602,Пила Max-667,Инструменты,Группа 'Мегаполис',688,5.0,2027-12-14,Ряд 9-Стеллаж 14,16336.88,130
EGZ-001603,Поводок B-674,Зоотовары,ТД 'Универсал',921,0.1,2026-03-14,Ряд 10-Стеллаж 43,46525.8,1
WFP-001604,Посуда Lite-463,Товары для дома,АО 'Торговый дом',961,5.0,2028-06-13,Ряд 12-Стеллаж 16,497.3,120
KVS-001605,Мыло A-361,Бытовая химия,ИП Петрова,385,1.0,NULL,Ряд 10-Стеллаж 16,18802.86,11
JSL-001606,Коврик Lite-560,Спорттовары,АО 'Торговый дом',716,0.5,2029-09-22,Ряд 1-Стеллаж 16,43691.51,14
DJS-001607,Фильтр B-439,Автотовары,ТД 'Универсал',254,0.5,2029-02-28,Ряд 13-Стеллаж 27,7655.89,6
AKM-001608,Одеяло B-767,Товары для дома,ООО 'ОптТорг',417,0.1,NULL,Ряд 19-Стеллаж 20,28369.03,2
BGP-001609,Ключ Lite-418,Инструменты,ИП Иванов,169,5.0,2028-03-23,Ряд 13-Стеллаж 27,19937.85,105
EXJ-001610,Свеча Pro-570,Товары для дома,ИП Петрова,673,2.0,2029-07-21,Ряд 7-Стеллаж 21,37587.21,60
NSL-001611,Макароны Lite-833,Продукты питания,ООО 'ИмпортТрейд',938,2.0,2029-07-19,Ряд 9-Стеллаж 34,8674.7,46
GIP-001612,Роман C-305,Книги,Группа 'Мегаполис',999,2.0,NULL,Ряд 5-Стеллаж 26,541.68,14
BZS-001613,Ключ A-223,Инструменты,ИП Иванов,860,1.0,2029-11-15,Ряд 8-Стеллаж 3,43542.22,30
HAN-001614,Свеча Max-336,Товары для дома,ТД 'Универсал',329,0.1,2030-10-19,Ряд 5-Стеллаж 3,29592.26,2
VJE-001615,Игрушка A-584,Зоотовары,Торговый дом 'Восточный',138,0.1,2029-01-04,Ряд 2-Стеллаж 34,9173.44,1
YZL-001616,Футболка Pro-675,Одежда,ИП Петрова,965,0.1,2028-05-09,Ряд 12-Стеллаж 26,26720.71,0
JQA-001617,Посуда A-318,Товары для дома,АО 'РегионСнаб',418,0.1,2030-01-12,Ряд 16-Стеллаж 10,37896.9,2
GYM-001618,Футболка A-509,Одежда,Торговый дом 'Восточный',167,0.5,2030-11-13,Ряд 20-Стеллаж 21,42528.49,5
MFE-001619,Дворники Lite-740,Автотовары,ООО 'ИмпортТрейд',63,0.1,2029-03-03,Ряд 2-Стеллаж 10,34765.74,2
BFM-001620,Мыло Lite-624,Бытовая химия,ТД 'Универсал',41,0.1,NULL,Ряд 10-Стеллаж 20,13789.33,2
AHL-001621,Аккумулятор Pro-330,Автотовары,Торговый дом 'Восточный',981,0.5,2026-07-02,Ряд 11-Стеллаж 5,46154.1,3
BTB-001622,Фильтр Lite-608,Автотовары,ЗАО 'СкладСервис',34,5.0,2030-03-02,Ряд 3-Стеллаж 31,34769.07,140
JGJ-001623,Крем Max-755,Косметика,ООО 'Поставщик+',619,2.0,2031-01-07,Ряд 1-Стеллаж 23,17348.52,60
VIV-001624,Крем Max-504,Косметика,Компания 'Логистик',735,2.0,2029-07-23,Ряд 20-Стеллаж 43,5892.81,38
VAH-001625,Одеяло Lite-946,Товары для дома,Группа 'Мегаполис',913,2.0,2029-12-14,Ряд 10-Стеллаж 8,27001.83,14
UOE-001626,Лыжи Pro-701,Спорттовары,ООО 'Поставщик+',697,0.1,2029-01-23,Ряд 2-Стеллаж 16,25711.39,2
YQS-001627,Смартфон Pro-290,Электроника,ЗАО 'СкладСервис',455,0.5,NULL,Ряд 11-Стеллаж 11,30423.62,8
RSF-001628,Мыло C-871,Бытовая химия,Торговый дом 'Восточный',242,0.5,NULL,Ряд 2-Стеллаж 13,30264.83,10
AXX-001629,Молоток Lite-717,Инструменты,ТД 'Универсал',43,0.5,2028-05-27,Ряд 20-Стеллаж 11,2099.26,14
POS-001630,Детектив Pro-103,Книги,ЗАО 'СкладСервис',906,5.0,2027-05-21,Ряд 3-Стеллаж 13,34053.44,55
CNO-001631,Мяч C-466,Спорттовары,ООО 'Поставщик+',351,0.1,NULL,Ряд 4-Стеллаж 8,29720.28,1
URE-001632,Планшет Pro-744,Электроника,ООО 'ИмпортТрейд',231,1.0,2030-10-31,Ряд 16-Стеллаж 18,18199.76,15
SUW-001633,Корм Lite-587,Зоотовары,ЗАО 'СкладСервис',791,0.1,2028-08-11,Ряд 15-Стеллаж 49,3223.0,1
IGH-001634,Масло C-238,Автотовары,АО 'РегионСнаб',417,0.1,NULL,Ряд 11-Стеллаж 45,37959.26,1
ZDJ-001635,Детектив A-339,Книги,ООО 'ОптТорг',308,0.1,2030-09-05,Ряд 1-Стеллаж 14,45347.13,2
YBG-001636,Пила C-858,Инструменты,АО 'РегионСнаб',244,0.5,2028-11-20,Ряд 17-Стеллаж 42,4432.11,13
AOD-001637,Моющее средство A-623,Бытовая химия,ИП Петрова,44,1.0,2026-04-08,Ряд 8-Стеллаж 41,1489.18,18
GEF-001638,Масло A-639,Автотовары,ООО 'ИмпортТрейд',582,0.5,2028-10-16,Ряд 19-Стеллаж 42,41227.77,9
SLD-001639,Фильтр A-327,Автотовары,ООО 'ИмпортТрейд',939,2.0,2029-12-19,Ряд 9-Стеллаж 18,49075.05,50
HOP-001640,Фантастика Lite-399,Книги,Компания 'Логистик',947,0.5,NULL,Ряд 18-Стеллаж 2,31549.55,5
JJF-001641,Помада Lite-507,Косметика,ООО 'ИмпортТрейд',407,10.0,2026-06-02,Ряд 20-Стеллаж 44,18581.18,100
BSJ-001642,Мыло Pro-885,Бытовая химия,АО 'РегионСнаб',105,2.0,2026-08-14,Ряд 18-Стеллаж 28,1572.64,14
QTX-001643,Молоток A-452,Инструменты,ООО 'Поставщик+',134,0.1,2030-03-18,Ряд 1-Стеллаж 5,18754.22,1
FSY-001644,Отвертка B-262,Инструменты,ТД 'Универсал',828,0.1,NULL,Ряд 17-Стеллаж 29,28625.48,1
HFP-001645,Помада Lite-56,Косметика,ТД 'Универсал',580,0.1,2029-08-24,Ряд 12-Стеллаж 14,4898.84,1
ILO-001646,Детектив Lite-220,Книги,АО 'Торговый дом',776,1.0,2031-02-22,Ряд 13-Стеллаж 28,48222.97,16
LKD-001647,Шампунь A-791,Бытовая химия,Группа 'Мегаполис',902,0.5,2030-09-29,Ряд 13-Стеллаж 36,47744.54,9
EGT-001648,Фильтр A-618,Автотовары,ТД 'Универсал',820,1.0,NULL,Ряд 1-Стеллаж 42,5058.07,12
JMF-001649,Макароны C-41,Продукты питания,Торговый дом 'Восточный',723,1.0,NULL,Ряд 5-Стеллаж 14,28297.84,19
EOD-001650,Моющее средство B-739,Бытовая химия,ИП Иванов,835,0.5,2029-03-18,Ряд 9-Стеллаж 11,21992.84,7
NID-001651,Крупа B-529,Продукты питания,Группа 'Мегаполис',702,0.1,NULL,Ряд 1-Стеллаж 5,21192.83,1
HDY-001652,Шина C-883,Автотовары,ЗАО 'СкладСервис',72,1.0,NULL,Ряд 20-Стеллаж 1,39994.79,22
CVR-001653,Консервы A-734,Продукты питания,АО 'РегионСнаб',58,5.0,2028-07-21,Ряд 7-Стеллаж 36,47971.95,50
VUZ-001654,Моющее средство B-962,Бытовая химия,ЗАО 'СкладСервис',158,0.1,2029-01-03,Ряд 5-Стеллаж 32,22497.55,2
BXN-001655,Ноутбук Pro-817,Электроника,АО 'РегионСнаб',411,5.0,2030-08-25,Ряд 1-Стеллаж 14,27947.66,40
APE-001656,Гантели Pro-277,Спорттовары,Компания 'Логистик',138,1.0,2028-05-16,Ряд 16-Стеллаж 46,14910.68,8
AQL-001657,Тетрадь A-863,Канцтовары,ООО 'ОптТорг',171,0.5,NULL,Ряд 19-Стеллаж 1,42100.78,10
BSE-001658,Велосипед C-323,Спорттовары,ЗАО 'СкладСервис',365,1.0,2029-08-20,Ряд 14-Стеллаж 47,3595.14,25
PQF-001659,Лыжи Pro-36,Спорттовары,Группа 'Мегаполис',601,1.0,2029-09-20,Ряд 20-Стеллаж 5,12921.49,29
PQI-001660,Бумага B-131,Канцтовары,ООО 'Поставщик+',887,0.1,2029-04-30,Ряд 5-Стеллаж 27,38765.12,2
DFP-001661,Дрель Lite-296,Инструменты,АО 'Торговый дом',133,0.1,2031-02-26,Ряд 3-Стеллаж 43,43357.85,1
OIG-001662,Планшет Pro-308,Электроника,Торговый дом 'Восточный',74,0.1,2029-01-29,Ряд 5-Стеллаж 13,40840.19,2
EXQ-001663,Тетрадь B-462,Канцтовары,АО 'РегионСнаб',732,0.5,2028-07-10,Ряд 17-Стеллаж 50,25084.29,5
NOM-001664,Ручка Max-205,Канцтовары,ЗАО 'СкладСервис',559,5.0,2027-05-10,Ряд 13-Стеллаж 34,2521.32,145
SGQ-001665,Ключ Pro-704,Инструменты,Компания 'Логистик',478,1.0,2029-09-07,Ряд 13-Стеллаж 2,37664.27,17
LHU-001666,Молоток A-860,Инструменты,Группа 'Мегаполис',904,1.0,2027-03-05,Ряд 20-Стеллаж 29,7750.56,19
OOD-001667,Платье C-339,Одежда,АО 'РегионСнаб',410,0.1,2030-02-28,Ряд 11-Стеллаж 47,22508.45,2
MYY-001668,Ручка A-396,Канцтовары,ООО 'ИмпортТрейд',769,2.0,2029-02-16,Ряд 9-Стеллаж 31,21576.12,14
NIU-001669,Дрель A-158,Инструменты,ООО 'ОптТорг',876,0.1,NULL,Ряд 3-Стеллаж 27,19161.6,1
EGH-001670,Кроссовки Pro-18,Одежда,ООО 'ОптТорг',602,1.0,2027-03-07,Ряд 5-Стеллаж 13,10119.47,20
NGI-001671,Шина B-939,Автотовары,ООО 'Поставщик+',747,0.1,2030-06-15,Ряд 7-Стеллаж 3,44100.75,1
FQB-001672,Смартфон B-276,Электроника,Торговый дом 'Восточный',340,1.0,2031-03-01,Ряд 8-Стеллаж 2,49156.81,15
RAU-001673,Лоток C-113,Зоотовары,АО 'Торговый дом',843,1.0,2030-11-23,Ряд 5-Стеллаж 18,16864.94,11
FKH-001674,Монитор A-587,Электроника,Компания 'Логистик',325,5.0,NULL,Ряд 13-Стеллаж 49,34580.52,80
IQY-001675,Одеяло Max-632,Товары для дома,Компания 'Логистик',693,0.1,2028-06-01,Ряд 5-Стеллаж 43,49130.42,0
GDW-001676,Наушники B-865,Электроника,Группа 'Мегаполис',992,0.1,2028-12-12,Ряд 11-Стеллаж 34,14054.32,0
IBC-001677,Роман Max-317,Книги,ТД 'Универсал',680,0.5,2028-08-28,Ряд 14-Стеллаж 30,18160.58,9
BXT-001678,Клетка Max-527,Зоотовары,ООО 'ОптТорг',738,0.1,2028-11-20,Ряд 20-Стеллаж 21,39346.06,2
UHO-001679,Кофе Pro-734,Продукты питания,Группа 'Мегаполис',662,2.0,2026-10-14,Ряд 1-Стеллаж 48,32159.11,60
QHL-001680,Фильтр Lite-219,Автотовары,Компания 'Логистик',950,0.5,2030-08-26,Ряд 7-Стеллаж 45,174.27,9
RQR-001681,Бумага C-577,Канцтовары,АО 'Торговый дом',831,0.5,2030-12-21,Ряд 5-Стеллаж 19,38958.02,9
IQP-001682,Наушники Lite-515,Электроника,АО 'РегионСнаб',950,0.1,2026-10-30,Ряд 5-Стеллаж 15,32705.48,1
YAD-001683,Кофе Max-654,Продукты питания,Группа 'Мегаполис',482,1.0,NULL,Ряд 14-Стеллаж 21,41204.91,29
LRO-001684,Фильтр Lite-538,Автотовары,ТД 'Универсал',594,0.5,2027-05-13,Ряд 15-Стеллаж 27,24845.16,8
CVW-001685,Коврик Pro-617,Спорттовары,ИП Петрова,701,0.1,2030-10-04,Ряд 17-Стеллаж 5,17669.48,0
BPJ-001686,Свеча B-538,Товары для дома,Торговый дом 'Восточный',642,0.5,2029-05-05,Ряд 17-Стеллаж 17,27547.18,10
AEA-001687,Дворники A-648,Автотовары,АО 'РегионСнаб',81,0.1,2028-10-09,Ряд 6-Стеллаж 8,46785.93,2
WTO-001688,Лыжи B-836,Спорттовары,АО 'Торговый дом',158,5.0,2031-02-05,Ряд 13-Стеллаж 42,39217.69,50
VQM-001689,Отвертка Pro-799,Инструменты,АО 'РегионСнаб',732,2.0,NULL,Ряд 4-Стеллаж 4,22761.35,22
DOK-001690,Одеяло Max-324,Товары для дома,Группа 'Мегаполис',229,0.1,2030-08-12,Ряд 10-Стеллаж 39,45110.9,0
BML-001691,Свеча Pro-242,Товары для дома,АО 'РегионСнаб',882,0.5,2029-03-27,Ряд 11-Стеллаж 23,34541.32,3
TTV-001692,Игрушка Max-96,Зоотовары,Группа 'Мегаполис',102,0.5,2029-12-12,Ряд 15-Стеллаж 44,45258.16,9
NQR-001693,Фантастика B-108,Книги,Группа 'Мегаполис',528,0.1,2027-11-26,Ряд 2-Стеллаж 20,18413.84,2
ZII-001694,Аккумулятор A-333,Автотовары,ООО 'Поставщик+',667,5.0,2029-06-08,Ряд 11-Стеллаж 4,9962.68,120
QKY-001695,Гантели Max-997,Спорттовары,ИП Петрова,76,1.0,2030-09-09,Ряд 20-Стеллаж 29,26909.46,11
HUG-001696,Пила C-834,Инструменты,ООО 'ОптТорг',298,0.1,2029-10-22,Ряд 1-Стеллаж 49,49484.3,2
ALY-001697,Посуда Pro-724,Товары для дома,ООО 'ИмпортТрейд',491,0.1,2029-05-01,Ряд 4-Стеллаж 23,29135.49,2
XPS-001698,Макароны Lite-378,Продукты питания,ЗАО 'СкладСервис',449,0.1,2029-05-01,Ряд 2-Стеллаж 9,28268.5,0
XRQ-001699,Мыло Lite-254,Бытовая химия,Группа 'Мегаполис',179,0.5,2030-04-03,Ряд 3-Стеллаж 36,17380.63,15
PUA-001700,Дворники C-558,Автотовары,Группа 'Мегаполис',307,0.1,2029-08-04,Ряд 13-Стеллаж 12,36371.41,1
HCQ-001701,Духи B-79,Косметика,Торговый дом 'Восточный',954,5.0,NULL,Ряд 3-Стеллаж 29,196.72,35
NCO-001702,Футболка Max-605,Одежда,ЗАО 'СкладСервис',854,5.0,NULL,Ряд 10-Стеллаж 18,33398.93,95
GOS-001703,Фильтр B-790,Автотовары,Компания 'Логистик',26,1.0,2027-01-05,Ряд 5-Стеллаж 35,20283.15,28
YVL-001704,Клетка Pro-464,Зоотовары,ООО 'ИмпортТрейд',992,5.0,2030-04-27,Ряд 6-Стеллаж 8,27913.62,65
LPJ-001705,Дрель B-831,Инструменты,АО 'РегионСнаб',445,5.0,NULL,Ряд 11-Стеллаж 48,19738.11,70
YAU-001706,Крупа Max-449,Продукты питания,ИП Иванов,696,1.0,2027-12-02,Ряд 20-Стеллаж 38,27233.68,9
ZOX-001707,Шина C-834,Автотовары,ООО 'ИмпортТрейд',632,1.0,2030-09-13,Ряд 20-Стеллаж 5,16403.52,27
KHA-001708,Макароны B-890,Продукты питания,Группа 'Мегаполис',251,2.0,NULL,Ряд 10-Стеллаж 26,45402.88,40
VVC-001709,Пила Lite-649,Инструменты,Группа 'Мегаполис',501,2.0,NULL,Ряд 19-Стеллаж 38,39125.62,36
IPE-001710,Кофе C-3,Продукты питания,ТД 'Универсал',701,0.5,2027-06-04,Ряд 10-Стеллаж 39,2296.81,6
ZTI-001711,Джинсы Lite-933,Одежда,Торговый дом 'Восточный',739,5.0,2027-12-22,Ряд 9-Стеллаж 36,19996.54,55
NOH-001712,Моющее средство B-367,Бытовая химия,Группа 'Мегаполис',67,0.1,NULL,Ряд 3-Стеллаж 24,34347.56,1
CGU-001713,Дворники C-293,Автотовары,ООО 'ОптТорг',529,0.5,NULL,Ряд 5-Стеллаж 45,453.46,3
GML-001714,Кроссовки Pro-989,Одежда,ООО 'ОптТорг',198,0.1,2030-12-24,Ряд 2-Стеллаж 4,5040.27,2
GIP-001715,Ручка A-498,Канцтовары,АО 'Торговый дом',960,0.1,2028-05-18,Ряд 16-Стеллаж 35,20657.01,2
UCL-001716,Наушники Max-562,Электроника,ИП Петрова,687,0.5,2029-11-07,Ряд 5-Стеллаж 22,38061.26,4
QAW-001717,Подушка Pro-35,Товары для дома,ЗАО 'СкладСервис',202,0.1,NULL,Ряд 9-Стеллаж 12,35351.1,1
BFE-001718,Гантели C-759,Спорттовары,АО 'РегионСнаб',895,0.5,2030-01-16,Ряд 1-Стеллаж 44,16355.72,5
CHD-001719,Молоток A-881,Инструменты,АО 'РегионСнаб',491,0.1,NULL,Ряд 11-Стеллаж 48,29461.73,1
KXF-001720,Фантастика B-189,Книги,ООО 'ОптТорг',144,0.1,2026-07-29,Ряд 2-Стеллаж 3,49561.13,1
RBJ-001721,Лоток C-215,Зоотовары,ООО 'Поставщик+',97,5.0,2028-06-03,Ряд 3-Стеллаж 8,37920.33,75
FCF-001722,Чай Max-291,Продукты питания,ООО 'ИмпортТрейд',185,0.5,2029-01-19,Ряд 8-Стеллаж 47,29905.36,8
IFE-001723,Пила B-275,Инструменты,Компания 'Логистик',791,2.0,2028-03-11,Ряд 6-Стеллаж 17,29203.31,40
EBV-001724,Бумага B-637,Канцтовары,Группа 'Мегаполис',447,2.0,2029-07-10,Ряд 9-Стеллаж 43,28663.78,54
MGK-001725,Куртка Pro-783,Одежда,ООО 'ИмпортТрейд',704,0.1,2030-06-06,Ряд 12-Стеллаж 22,28157.89,0
XYJ-001726,Моющее средство B-415,Бытовая химия,ЗАО 'СкладСервис',523,0.1,2028-10-02,Ряд 9-Стеллаж 31,39148.68,1
WSE-001727,Аккумулятор B-781,Автотовары,Компания 'Логистик',945,2.0,2029-06-21,Ряд 11-Стеллаж 14,28081.59,58
QTO-001728,Бумага A-347,Канцтовары,Торговый дом 'Восточный',255,0.1,2029-02-23,Ряд 13-Стеллаж 32,46192.76,1
MEL-001729,Поводок Pro-562,Зоотовары,Торговый дом 'Восточный',956,0.5,2028-12-01,Ряд 18-Стеллаж 15,16232.88,6
ITG-001730,Одеяло Lite-624,Товары для дома,ООО 'Поставщик+',422,2.0,2028-12-27,Ряд 10-Стеллаж 37,23545.93,54
TTU-001731,Джинсы Max-473,Одежда,АО 'РегионСнаб',98,0.5,2029-01-19,Ряд 17-Стеллаж 6,5120.23,11
CGM-001732,Шампунь Lite-926,Бытовая химия,ТД 'Универсал',133,0.5,2028-03-09,Ряд 4-Стеллаж 18,26838.46,10
SOD-001733,Энциклопедия Pro-407,Книги,Компания 'Логистик',587,0.1,2026-05-10,Ряд 10-Стеллаж 26,39198.53,2
EQV-001734,Фантастика A-472,Книги,ИП Петрова,851,1.0,2029-10-29,Ряд 12-Стеллаж 49,20302.7,13
DYW-001735,Подушка Max-113,Товары для дома,ЗАО 'СкладСервис',920,0.5,2028-04-09,Ряд 19-Стеллаж 17,25306.07,14
EKX-001736,Словарь C-226,Книги,Компания 'Логистик',580,0.5,2028-04-22,Ряд 14-Стеллаж 44,44455.89,7
PAY-001737,Кроссовки C-749,Одежда,ИП Иванов,358,2.0,NULL,Ряд 13-Стеллаж 50,35934.84,50
PTC-001738,Мыло Lite-814,Бытовая химия,Группа 'Мегаполис',278,5.0,2028-07-01,Ряд 14-Стеллаж 31,32856.73,65
CBO-001739,Фантастика A-107,Книги,Компания 'Логистик',90,1.0,2030-12-06,Ряд 20-Стеллаж 14,1932.98,15
KZP-001740,Роман B-543,Книги,ИП Петрова,678,1.0,NULL,Ряд 10-Стеллаж 42,44952.98,12
OWW-001741,Джинсы A-978,Одежда,АО 'РегионСнаб',937,0.5,2028-07-27,Ряд 20-Стеллаж 39,2025.8,8
VFN-001742,Роман Max-490,Книги,ООО 'ИмпортТрейд',309,1.0,2026-04-08,Ряд 7-Стеллаж 21,9914.21,20
ORM-001743,Подушка Pro-119,Товары для дома,АО 'Торговый дом',210,5.0,NULL,Ряд 11-Стеллаж 31,4989.16,145
FDS-001744,Картина Lite-823,Товары для дома,ЗАО 'СкладСервис',316,5.0,2029-11-12,Ряд 15-Стеллаж 43,43378.21,60
RHD-001745,Гантели Pro-488,Спорттовары,ТД 'Универсал',871,1.0,NULL,Ряд 16-Стеллаж 45,3800.39,26
WJJ-001746,Молоток Max-389,Инструменты,Группа 'Мегаполис',619,0.1,2028-08-11,Ряд 2-Стеллаж 41,24990.89,2
DPH-001747,Моющее средство C-53,Бытовая химия,ЗАО 'СкладСервис',155,0.1,2027-04-20,Ряд 3-Стеллаж 46,11911.56,1
KRZ-001748,Чай Max-320,Продукты питания,АО 'РегионСнаб',68,0.5,2028-02-17,Ряд 11-Стеллаж 11,49917.1,6
XAQ-001749,Помада Pro-620,Косметика,ТД 'Универсал',737,2.0,2029-09-17,Ряд 17-Стеллаж 34,45749.33,36
HOY-001750,Шампунь B-375,Бытовая химия,ООО 'Поставщик+',31,0.5,2030-01-27,Ряд 14-Стеллаж 29,17426.01,14
JNX-001751,Чай C-27,Продукты питания,ТД 'Универсал',653,1.0,NULL,Ряд 13-Стеллаж 9,38033.06,18
GWM-001752,Лоток Max-979,Зоотовары,ООО 'Поставщик+',84,0.1,2028-10-14,Ряд 8-Стеллаж 1,49342.09,1
YWG-001753,Энциклопедия A-498,Книги,ООО 'ОптТорг',455,2.0,2028-03-08,Ряд 14-Стеллаж 27,27097.69,16
DDM-001754,Крупа B-570,Продукты питания,Группа 'Мегаполис',513,1.0,2029-01-25,Ряд 5-Стеллаж 15,7184.12,11
